<strict_chars_add_tail>	{ +, λ }
<paren_str_tail_val>	{ +, ) }
<strict_string_factor>	{ id, bill, take, copy, cut, tochars, chars_lit, ( }
<paren_dispatch_val_str>	{ id, bill, take, copy, cut, tochars, chars_lit, ( }
<val_str_tail>	{ +, λ }
<paren_dispatch_val>	{ id, topiece, size, search, fact, pow, piece_lit, sqrt, rand, tosip, sip_lit, bill, take, copy, cut, tochars, chars_lit, ( }
<ret_flag>	{ matches, toflag, flag_lit }
<strict_datas_expr>	{ [, id, append, sort, reverse, remove }
<lhs_sip_tail>	{ +, -, *, /, ==, !=, >, <, >=, <= }
<lhs_str_tail>	{ +, ==, !=, >, <, >=, <= }
<paren_dispatch_lhs_no_lambda>	{ id, topiece, size, search, fact, pow, piece_lit, sqrt, rand, tosip, sip_lit, bill, take, copy, cut, tochars, chars_lit, ( }
<paren_ambig_tail_lhs>	{ +, -, *, /, %, ), ==, !=, >, <, >=, <=, and, or }
<paren_ambig_branch_lhs>	{ id, topiece, size, search, fact, pow, piece_lit, sqrt, rand, tosip, sip_lit, bill, take, copy, cut, tochars, chars_lit, ( }
<paren_piece_tail_lhs>	{ +, -, *, /, %, ), ==, !=, >, <, >=, <= }
<lhs_bool_tail>	{ and, or, λ }
<strict_flag_and_tail>	{ and, λ }
<strict_flag_or_tail>	{ or, λ }
<paren_sip_tail_lhs>	{ +, -, *, /, ), ==, !=, >, <, >=, <= }
<paren_str_tail_lhs>	{ +, ), ==, !=, >, <, >=, <= }
<paren_dispatch_lhs>	{ id, topiece, size, search, fact, pow, piece_lit, sqrt, rand, tosip, sip_lit, bill, take, copy, cut, tochars, chars_lit, matches, toflag, flag_lit, not, ( }
<univ_sip_tail>	{ +, -, *, /, %, ==, !=, >, <, >=, <=, λ }
<univ_str_tail>	{ +, ==, !=, >, <, >=, <=, λ }
<univ_paren_dispatch>	{ id, topiece, size, search, fact, pow, piece_lit, sqrt, rand, tosip, sip_lit, bill, take, copy, cut, tochars, chars_lit, matches, toflag, flag_lit, not, ( }
<univ_paren_ambig_tail>	{ +, -, *, /, %, ==, !=, >, <, >=, <=, ) }
<univ_paren_ambig_branch>	{ id, topiece, size, search, fact, pow, piece_lit, sqrt, rand, tosip, sip_lit, bill, take, copy, cut, tochars, chars_lit, ( }
<univ_paren_piece_tail>	{ +, -, *, /, %, ), ==, !=, >, <, >=, <= }
<univ_paren_sip_tail>	{ +, -, *, /, ), ==, !=, >, <, >=, <= }
<univ_paren_str_tail>	{ +, ), ==, !=, >, <, >=, <= }
<univ_paren_ambig_numeric_branch>	{ id, topiece, size, search, fact, pow, piece_lit, sqrt, rand, tosip, sip_lit, ( }
<univ_paren_ambig_numeric_tail>	{ +, -, *, /, %, ) }
<univ_ambig_numeric_tail>	{ +, -, *, /, %, ==, !=, >, <, >=, <=, λ }
<univ_ambig_numeric_branch>	{ id, topiece, size, search, fact, pow, piece_lit, sqrt, rand, tosip, sip_lit, ( }
<univ_paren_dispatch_numeric>	{ id, topiece, size, search, fact, pow, piece_lit, sqrt, rand, tosip, sip_lit, ( }
<strict_piece_mult_tail>	{ *, /, %, λ }
<strict_piece_add_tail>	{ +, -, λ }
<piece_id_tail>	{ ,, λ }
<piece_array_decl>	{ [ }
<dimensions>	{ [ }
<dimensions_tail>	{ [, λ }
<piece_array_init>	{ =, λ }
<piece_array_val>	{ id, append, sort, reverse, remove, [ }
<array_element_piece_opt>	{ id, piece_lit, [, λ }
<array_element_piece>	{ id, piece_lit, [ }
<element_piece_tail>	{ ,, λ }
<array_declare_tail_piece>	{ ,, λ }
<chars_decl>	{ of, [ }
<chars_id>	{ id }
<chars_ingredient_init>	{ =, λ }
<chars_id_tail>	{ ,, λ }
<chars_array_decl>	{ [ }
<chars_array_init>	{ =, λ }
<chars_array_val>	{ id, append, sort, reverse, remove, [ }
<array_element_chars_opt>	{ id, chars_lit, [, λ }
<array_element_chars>	{ id, chars_lit, [ }
<element_chars_tail>	{ ,, λ }
<array_declare_tail_chars>	{ ,, λ }
<sip_decl>	{ of, [ }
<sip_id>	{ id }
<sip_ingredient_init>	{ =, λ }
<sip_id_tail>	{ ,, λ }
<sip_array_decl>	{ [ }
<sip_array_init>	{ =, λ }
<sip_array_val>	{ id, append, sort, reverse, remove, [ }
<array_element_sip_opt>	{ id, sip_lit, [, λ }
<array_element_sip>	{ id, sip_lit, [ }
<element_sip_tail>	{ ,, λ }
<array_declare_tail_sip>	{ ,, λ }
<flag_decl>	{ of, [ }
<flag_id>	{ id }
<flag_ingredient_init>	{ =, λ }
<flag_id_tail>	{ ,, λ }
<flag_array_decl>	{ [ }
<flag_array_init>	{ =, λ }
<flag_array_val>	{ id, append, sort, reverse, remove, [ }
<array_element_flag_opt>	{ id, flag_lit, [, λ }
<array_element_flag>	{ id, flag_lit, [ }
<element_flag_tail>	{ ,, λ }
<array_declare_tail_flag>	{ ,, λ }
<table_prototype>	{ table }
<required_decl>	{ piece, sip, flag, chars, id }
<decl_head>	{ piece, sip, flag, chars, id }
<primitive_types_dims>	{ piece, sip, flag, chars, id }
<required_decl_tail>	{ piece, sip, flag, chars, id, λ }
<table_decl>	{ of, [ }
<table_declare>	{ id }
<table_init>	{ =, λ }
<strict_table_expr>	{ [, id }
<table_declare_tail>	{ ,, λ }
<table_array_decl>	{ [ }
<table_array_init>	{ =, λ }
<table_array_val>	{ id, append, sort, reverse, remove, [ }
<array_element_table_opt>	{ [, id, λ }
<array_element_table>	{ [, id }
<element_table_tail>	{ ,, λ }
<array_declare_tail_table>	{ ,, λ }
<recipe_decl>	{ prepare, λ }
<serve_type>	{ piece, sip, flag, chars, id }
<spice>	{ piece, sip, flag, chars, id, λ }
<spice_tail>	{ ,, λ }
<platter>	{ { }
<local_decl>	{ piece, chars, sip, flag, id, λ }
<local_id_tail>	{ of, [, :, =, +=, -=, *=, /=, %=, ( }
<endsb_tail>	{ ], piece_lit, id }
<assignment_op>	{ =, +=, -=, *=, /=, %= }
<statements>	{ id, append, bill, copy, cut, fact, matches, pow, rand, remove, reverse, search, size, sort, sqrt, take, tochars, topiece, tosip, check, menu, pass, repeat, order, serve, λ }
<id_statements>	{ id }
<id_statements_ext>	{ (, [, :, =, +=, -=, *=, /=, %= }
<tail1>	{ ( }
<call_tail>	{ ( }
<assignment_st>	{ [, :, =, +=, -=, *=, /=, %= }
<built_in_rec_call>	{ append, bill, copy, cut, fact, matches, pow, rand, remove, reverse, search, size, sort, sqrt, take, tochars, topiece, tosip }
<built_in_rec>	{ append, bill, copy, cut, fact, matches, pow, rand, remove, reverse, search, size, sort, sqrt, take, tochars, topiece, tosip }
<conditional_st>	{ check, menu }
<cond_check>	{ check }
<alt_clause>	{ alt, λ }
<instead_clause>	{ instead, λ }
<cond_menu>	{ menu }
<strict_piece_chars_expr>	{ id, topiece, size, search, fact, pow, piece_lit, bill, take, copy, cut, tochars, chars_lit, ( }
<pc_ambig_tail>	{ +, -, *, /, %, λ }
<pc_ambig_branch>	{ id, topiece, size, search, fact, pow, piece_lit, bill, take, copy, cut, tochars, chars_lit, ( }
<pc_piece_tail>	{ *, /, %, +, -, λ }
<pc_chars_tail>	{ +, λ }
<pc_paren_dispatch>	{ id, topiece, size, search, fact, pow, piece_lit, bill, take, copy, cut, tochars, chars_lit, ( }
<pc_paren_ambig_tail_inner>	{ +, -, *, /, %, ) }
<pc_paren_ambig_branch>	{ id, topiece, size, search, fact, pow, piece_lit, bill, take, copy, cut, tochars, chars_lit, ( }
<pc_paren_piece_tail_inner>	{ +, -, *, /, %, ) }
<pc_paren_chars_tail_inner>	{ +, ) }
<menu_platter>	{ { }
<choice_clause>	{ choice, λ }
<choice_val>	{ piece_lit, chars_lit }
<statements_menu>	{ id, append, bill, copy, cut, fact, matches, pow, rand, remove, reverse, search, size, sort, sqrt, take, tochars, topiece, tosip, check, menu, pass, repeat, order, stop, serve, λ }
<id_statements_menu>	{ id }
<conditional_st_menu>	{ check, menu }
<cond_check_menu>	{ check }
<menu_check_platter>	{ { }
<local_decl_menu>	{ piece, chars, sip, flag, id, λ }
<local_id_tail_menu>	{ of, [, :, =, +=, -=, *=, /=, %=, ( }
<endsb_tail_menu>	{ ], piece_lit, id }
<looping_st>	{ pass, repeat, order }
<loop_pass>	{ pass }
<initialization>	{ id }
<loop_init>	{ =, λ }
<update>	{ id }
<loop_platter>	{ { }
<local_decl_loop>	{ piece, chars, sip, flag, id, λ }
<local_id_tail_loop>	{ of, [, :, =, +=, -=, *=, /=, %=, ( }
<endsb_tail_loop>	{ ], piece_lit, id }
<statements_loop>	{ id, append, bill, copy, cut, fact, matches, pow, rand, remove, reverse, search, size, sort, sqrt, take, tochars, topiece, tosip, check, menu, pass, repeat, order, next, stop, serve, λ }
<id_statements_loop>	{ id }
<conditional_st_loop>	{ check, menu }
<cond_check_loop>	{ check }
<alt_clause_loop>	{ alt, λ }
<instead_clause_loop>	{ instead, λ }
<cond_menu_loop>	{ menu }
<menu_loop_platter>	{ { }
<choice_clause_loop>	{ choice, λ }
<choice_usual_loop_st>	{ id, append, bill, copy, cut, fact, matches, pow, rand, remove, reverse, search, size, sort, sqrt, take, tochars, topiece, tosip, check, menu, pass, repeat, order, next, stop, serve, λ }
<id_statements_choice_usual_loop>	{ id }
<jump_st>	{ next, stop, serve }
<jump_next>	{ next }
<jump_stop>	{ stop }
<jump_serve>	{ serve }
<usual_clause_loop>	{ usual, λ }
<loop_repeat>	{ repeat }
<loop_order>	{ order }
<usual_clause>	{ usual, λ }
